Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
LinkedIn,Post,Business,315548,2,Thursday,5,1871,Positive,True,True,0.239878830060095
Instagram,Story,Entertainment,206180,3,Thursday,20,311,Positive,False,False,0.4946534716322836
TikTok,Video,Education,154014,6,Thursday,4,256,Positive,True,True,0.8946040338975583
Facebook,Live,Travel,430414,8,Thursday,2,560,Neutral,True,False,0.5998438149125609
Instagram,Photo,Health,2150,9,Thursday,2,1551,Neutral,True,False,0.4886458907371723
Facebook,Live,Entertainment,157088,12,Thursday,29,328,Neutral,True,False,0.4807722618837394
Facebook,Post,Gaming,403291,13,Thursday,4,966,Positive,True,False,0.6267330874634498
YouTube,Short,Travel,145928,20,Thursday,19,558,Neutral,True,False,0.9058827598762311
Instagram,Photo,Gaming,329245,5,Friday,14,1630,Neutral,True,False,0.4473184960928159
LinkedIn,Document,Lifestyle,76842,5,Friday,29,1135,Neutral,True,False,0.07220435991572093
Twitter,Retweet,Education,205499,5,Friday,14,1127,Neutral,True,True,0.24749660705509627
Facebook,Video,Business,139016,10,Friday,8,574,Positive,True,True,0.5608366700097881
Facebook,Post,Health,317494,19,Friday,26,966,Neutral,True,False,0.35119919327220483
Instagram,Reel,Technology,72804,20,Friday,3,165,Negative,True,False,0.3184410155030176
YouTube,Video,Education,170735,20,Friday,21,305,Neutral,True,False,0.77009887213728
Facebook,Story,Gaming,428034,20,Friday,8,1445,Neutral,True,False,0.5763484959842397
Facebook,Post,Health,85048,21,Friday,11,1173,Positive,True,False,0.5151463684471445
TikTok,Stitch,Health,400549,21,Friday,1,461,Positive,True,True,0.9440389418853806
Facebook,Live,Health,362404,2,Saturday,28,132,Positive,True,False,0.6507104312940325
Twitter,Retweet,Fashion,207276,10,Saturday,13,1834,Neutral,False,False,0.5401872912111461
TikTok,Stitch,Education,75776,12,Saturday,7,511,Negative,True,False,0.7818145371387454
Twitter,Poll,Business,344836,14,Saturday,29,872,Positive,True,True,0.5963438407843292
TikTok,Video,Sports,478084,18,Saturday,12,523,Positive,True,False,0.6713321548624857
Instagram,Photo,Fashion,77883,20,Saturday,20,554,Positive,True,True,0.36371146604049437
Twitter,Tweet,Entertainment,12304,23,Saturday,28,969,Neutral,True,False,0.413685546008225
Facebook,Live,Gaming,376595,0,Sunday,23,332,Neutral,True,False,0.40892029659771884
LinkedIn,Poll,Lifestyle,105718,2,Sunday,24,762,Positive,True,False,0.35933590213775446
Facebook,Video,Sports,446124,6,Sunday,24,433,Neutral,True,False,0.4789460268735516
TikTok,Duet,Sports,248852,7,Sunday,13,297,Neutral,True,True,0.8172636603607085
Instagram,Story,Fashion,296010,7,Sunday,3,928,Positive,True,False,0.5000355504443482
Instagram,Photo,Education,465578,10,Sunday,9,1600,Negative,True,False,0.5189287381800503
Instagram,Story,Gaming,256530,17,Sunday,15,1831,Neutral,True,False,0.5358590413233795
Facebook,Post,Technology,74545,22,Sunday,14,1079,Positive,True,False,0.4378511165273808
Twitter,Tweet,Health,209997,3,Monday,8,1369,Negative,True,False,0.32975713136887336
Instagram,Story,Travel,50950,9,Monday,22,1098,Positive,True,True,0.3310281048965048
Instagram,Photo,Education,183668,14,Monday,19,74,Positive,True,False,0.38883113848583256
YouTube,Video,Gaming,395914,16,Monday,28,386,Positive,True,False,0.4306902959771133
TikTok,Duet,Fitness,424806,20,Monday,5,371,Positive,True,False,0.7699478053196934
Facebook,Live,Travel,8221,3,Tuesday,7,438,Negative,True,False,0.5837577689571377
YouTube,Short,Business,484082,4,Tuesday,12,217,Neutral,True,True,0.822272348126803
Facebook,Post,Lifestyle,249809,6,Tuesday,26,1280,Positive,False,False,0.5635057314005314
Twitter,Poll,Lifestyle,312629,7,Tuesday,8,383,Positive,True,False,0.6095391327587188
Instagram,Photo,Travel,39920,9,Tuesday,18,1789,Neutral,True,True,0.4555315551971368
Twitter,Poll,Lifestyle,109375,10,Tuesday,12,344,Positive,True,False,0.4858034930889431
Instagram,Story,Technology,186786,12,Tuesday,1,896,Neutral,True,True,0.5372998405917047
TikTok,Duet,Health,364792,17,Tuesday,29,490,Neutral,True,False,0.8027349406509633
TikTok,Stitch,Education,112990,17,Tuesday,24,489,Positive,False,False,0.8620155755175816
Instagram,Reel,Lifestyle,454246,21,Tuesday,10,158,Positive,True,False,0.2884688269657556
LinkedIn,Post,Entertainment,387212,21,Tuesday,28,1685,Negative,True,False,0.2562652967114499
TikTok,Video,Gaming,450457,1,Wednesday,23,556,Neutral,True,False,0.9009191621264656
Facebook,Story,Sports,49137,2,Wednesday,26,1293,Negative,True,False,0.5740151761616645
LinkedIn,Article,Technology,417905,7,Wednesday,24,1436,Neutral,True,True,0.39726355011861303
Twitter,Poll,Sports,439521,11,Wednesday,8,1328,Neutral,True,True,0.6251014553446756
Instagram,Photo,Health,176265,19,Wednesday,6,1517,Positive,True,False,0.49496130601755906
Twitter,Poll,Fashion,238409,20,Wednesday,1,607,Positive,True,False,0.4337969136308174
Facebook,Post,Education,418360,3,Thursday,25,1081,Positive,False,True,0.6424318766704631
LinkedIn,Article,Entertainment,96236,4,Thursday,17,1136,Positive,True,True,0.23579701891702431
Twitter,Poll,Technology,175120,7,Thursday,26,1602,Neutral,True,False,0.5372985120450888
Instagram,Reel,Gaming,439446,15,Friday,2,549,Neutral,False,False,0.47870608961904315
Twitter,Poll,Fashion,40208,23,Friday,4,1411,Positive,True,False,0.5338653873049524
LinkedIn,Poll,Business,241549,5,Saturday,22,1693,Neutral,True,True,0.26336395432572834
Instagram,Story,Gaming,209420,6,Saturday,8,1767,Positive,True,False,0.5302364005983334
LinkedIn,Document,Lifestyle,163487,8,Saturday,29,658,Negative,True,False,0.37433148591228266
Instagram,Reel,Lifestyle,338949,9,Saturday,26,23,Negative,True,False,0.43161378697332126
Facebook,Video,Technology,173179,11,Saturday,0,94,Neutral,True,True,0.6164368089817079
Instagram,Story,Gaming,344637,12,Saturday,17,1876,Neutral,True,False,0.5094647871842094
TikTok,Video,Sports,156443,15,Saturday,20,156,Negative,True,False,0.729132515228724
Instagram,Carousel,Education,122705,16,Saturday,3,1511,Positive,True,False,0.34863057380602563
YouTube,Community Post,Business,327754,18,Saturday,29,185,Positive,True,False,0.4105353410239009
TikTok,Video,Travel,61215,1,Sunday,25,462,Neutral,True,False,0.8397208265211829
Twitter,Tweet,Fitness,204015,2,Sunday,23,1418,Positive,True,True,0.5036497751788442
Instagram,Story,Health,164510,8,Sunday,1,135,Positive,False,True,0.3969846320135046
Facebook,Video,Technology,37789,12,Sunday,7,353,Neutral,False,False,0.5955093085183555
Instagram,Photo,Sports,118616,15,Sunday,25,450,Positive,True,False,0.5785630390056653
Facebook,Live,Education,128316,16,Sunday,2,252,Negative,True,False,0.4514176770594299
TikTok,Video,Lifestyle,155444,16,Sunday,4,134,Positive,True,False,0.7755462042570731
TikTok,Duet,Food,253259,23,Sunday,15,409,Neutral,True,True,0.630810822091922
Facebook,Video,Technology,30408,4,Monday,14,109,Neutral,True,False,0.5298911680951283
Twitter,Poll,Fitness,137662,6,Monday,17,1092,Positive,False,True,0.48071619864804116
Twitter,Poll,Food,361970,7,Monday,8,1779,Positive,True,False,0.4650877717481124
Facebook,Post,Education,311680,12,Monday,11,1336,Negative,True,False,0.37697380265167546
YouTube,Live,Health,257944,13,Monday,12,399,Positive,True,False,0.7504359936783362
Twitter,Thread,Education,44142,20,Monday,0,1170,Positive,False,False,0.488030495294074
Twitter,Poll,Sports,323666,21,Monday,4,1293,Positive,True,False,0.5191265170526799
Twitter,Poll,Business,326838,22,Monday,14,1651,Neutral,True,False,0.2031568834803414
LinkedIn,Article,Entertainment,180699,22,Monday,7,1484,Neutral,True,False,0.29106393492877114
LinkedIn,Post,Fashion,54383,6,Tuesday,27,108,Positive,False,True,0.18909315927445627
YouTube,Community Post,Education,117915,7,Tuesday,7,1795,Negative,True,True,0.9122300287096718
Facebook,Story,Travel,479153,8,Tuesday,21,1436,Positive,True,False,0.6290858588808177
TikTok,Duet,Lifestyle,207774,8,Tuesday,27,485,Positive,True,False,0.92030484886871
LinkedIn,Document,Technology,23283,11,Tuesday,13,919,Positive,True,True,0.36818013290940715
Twitter,Thread,Food,38894,18,Tuesday,11,1810,Neutral,True,False,0.5532382849991528
Instagram,Photo,Business,7389,20,Tuesday,11,1288,Positive,True,False,0.43743340023468646
Instagram,Reel,Sports,124791,8,Wednesday,9,117,Positive,True,False,0.4506429816210938
YouTube,Community Post,Fashion,179859,8,Wednesday,6,597,Positive,True,False,0.6184580817541595
Instagram,Story,Health,15973,10,Wednesday,11,547,Positive,True,False,0.48301895369268794
TikTok,Stitch,Travel,141721,12,Wednesday,1,270,Negative,True,False,0.9251329892295485
Instagram,Story,Food,403784,12,Wednesday,11,857,Neutral,True,True,0.391803981545507
Facebook,Live,Fashion,357254,17,Wednesday,26,446,Positive,True,False,0.5909291150699143
Instagram,Story,Fitness,483998,20,Wednesday,5,1927,Positive,True,False,0.5553260847574608
Instagram,Carousel,Sports,217131,22,Wednesday,20,1242,Neutral,True,False,0.2598057735310337
Twitter,Retweet,Sports,115119,1,Thursday,19,1855,Neutral,True,False,0.3932488539789697
Instagram,Carousel,Travel,221341,4,Thursday,2,283,Positive,True,False,0.456390363272137
Twitter,Tweet,Technology,295934,6,Thursday,15,1993,Positive,True,False,0.48308612803939044
Facebook,Video,Entertainment,224737,12,Thursday,4,434,Positive,True,True,0.549878094374319
Twitter,Retweet,Travel,45066,18,Thursday,10,357,Positive,False,False,0.36092351080781304
Twitter,Tweet,Travel,80069,3,Friday,9,1205,Neutral,True,True,0.4433692343161813
YouTube,Community Post,Sports,425837,6,Friday,16,633,Negative,True,False,0.8255914095876481
Instagram,Story,Food,20563,9,Friday,2,334,Negative,True,False,0.32756340061700145
Instagram,Story,Education,401526,15,Friday,19,1079,Positive,True,False,0.4489919925690301
Facebook,Video,Entertainment,368122,18,Friday,11,363,Positive,True,False,0.597706051663928
Twitter,Poll,Fashion,429131,1,Saturday,4,725,Neutral,True,False,0.4941240342399999
TikTok,Video,Gaming,225462,2,Saturday,19,20,Positive,False,True,0.8565182754374451
Instagram,Reel,Sports,94261,3,Saturday,25,208,Neutral,False,False,0.46915862700363253
Instagram,Story,Business,305334,6,Saturday,0,366,Positive,False,False,0.37398375441327675
LinkedIn,Post,Entertainment,398564,7,Saturday,5,1667,Positive,True,False,0.20420878747029197
Instagram,Story,Lifestyle,218302,0,Sunday,12,1505,Positive,True,False,0.49615014205255087
Facebook,Video,Fitness,457798,2,Sunday,1,72,Neutral,True,False,0.3131587649129996
Facebook,Video,Health,246642,9,Sunday,10,155,Positive,True,False,0.4512786194594274
TikTok,Video,Lifestyle,113597,11,Sunday,11,185,Neutral,True,False,0.7985458539047445
Facebook,Story,Business,272208,16,Sunday,12,273,Neutral,True,False,0.5459182759495405
Facebook,Post,Gaming,59540,17,Sunday,3,1677,Neutral,True,True,0.48771544033129416
TikTok,Duet,Education,74163,21,Sunday,5,340,Negative,True,False,0.7752197088690022
YouTube,Community Post,Fitness,38439,7,Monday,25,1888,Positive,True,False,0.642451694207793
Twitter,Poll,Gaming,462794,8,Monday,10,1630,Negative,True,False,0.5828240085160505
TikTok,Stitch,Education,417945,10,Monday,17,224,Positive,True,True,0.7336173072134431
TikTok,Video,Health,437567,12,Monday,3,508,Positive,True,False,0.8952294086155325
TikTok,Video,Food,384969,14,Monday,18,125,Neutral,True,False,0.8472256688084248
TikTok,Video,Sports,206296,15,Monday,21,394,Positive,True,False,0.7717693722471916
Instagram,Carousel,Education,238264,16,Monday,20,218,Positive,True,False,0.3324776852782376
Instagram,Carousel,Travel,454249,17,Monday,16,1366,Neutral,True,False,0.5481852475115232
LinkedIn,Article,Sports,145344,17,Monday,20,772,Positive,True,True,0.1269280116734261
Twitter,Tweet,Business,251398,8,Tuesday,19,309,Positive,True,False,0.4361133883011734
Twitter,Retweet,Entertainment,422449,12,Tuesday,23,1061,Negative,True,False,0.4337608160415152
Twitter,Tweet,Sports,117537,15,Tuesday,14,1459,Positive,True,False,0.6104845192505909
Instagram,Story,Travel,22103,15,Tuesday,17,509,Positive,True,False,0.4785698119806132
Instagram,Carousel,Gaming,109491,15,Tuesday,7,962,Negative,True,True,0.4063627742553111
TikTok,Video,Sports,224976,17,Tuesday,14,244,Neutral,True,False,0.7762170518057986
Instagram,Photo,Education,496451,0,Wednesday,29,109,Positive,True,True,0.47418498583414076
TikTok,Video,Education,184846,13,Wednesday,28,259,Positive,True,False,0.8147849571627342
Twitter,Thread,Gaming,106135,17,Wednesday,27,1063,Positive,True,False,0.583376972042553
Instagram,Story,Food,373877,18,Wednesday,1,1907,Positive,True,True,0.48835134740152025
Instagram,Carousel,Gaming,464173,1,Thursday,9,1914,Neutral,True,False,0.562729252909325
LinkedIn,Post,Fashion,413119,2,Thursday,19,1266,Positive,True,False,0.1829409873670358
TikTok,Stitch,Gaming,305265,8,Thursday,22,199,Neutral,True,False,0.9289705008727999
Facebook,Post,Entertainment,75022,23,Thursday,2,1124,Neutral,True,False,0.5159383636707581
LinkedIn,Post,Travel,79093,0,Friday,13,732,Positive,True,False,0.3265638307380369
YouTube,Short,Fitness,454197,6,Friday,28,555,Positive,False,True,0.9392808659346247
Instagram,Photo,Entertainment,19871,6,Friday,15,1129,Positive,True,False,0.29436776282628946
Instagram,Reel,Sports,383117,7,Friday,24,281,Neutral,True,False,0.5868208124248647
LinkedIn,Post,Business,354245,11,Friday,14,899,Positive,True,False,0.22700648620531996
Twitter,Thread,Travel,280794,16,Friday,8,367,Neutral,True,True,0.408785194091149
Facebook,Live,Gaming,267106,22,Friday,23,354,Neutral,True,False,0.5413333828207139
Instagram,Story,Travel,288913,1,Saturday,8,697,Negative,True,False,0.4993731241269123
YouTube,Live,Fashion,295908,10,Saturday,6,224,Negative,False,False,0.7937619788671405
Instagram,Story,Lifestyle,442145,11,Saturday,27,1871,Negative,True,False,0.4840172493103243
LinkedIn,Poll,Entertainment,264878,12,Saturday,4,672,Positive,True,False,0.3015571398715604
Instagram,Reel,Food,198854,14,Saturday,2,390,Neutral,True,False,0.3128301544112289
Facebook,Live,Lifestyle,418867,15,Saturday,21,588,Negative,True,True,0.529569214716648
TikTok,Stitch,Food,356786,15,Saturday,9,438,Neutral,False,False,0.9074960606244
YouTube,Video,Gaming,465255,17,Saturday,24,38,Negative,True,False,0.9350958505840196
Instagram,Carousel,Gaming,424973,18,Saturday,18,725,Neutral,True,False,0.43501226647961677
Instagram,Carousel,Entertainment,57615,7,Sunday,7,1404,Negative,True,False,0.26777683860192714
Twitter,Tweet,Fitness,41269,11,Sunday,18,371,Neutral,True,True,0.557923158882464
Instagram,Photo,Fashion,409372,17,Sunday,29,665,Neutral,False,False,0.5029291870882272
Facebook,Live,Business,411990,21,Sunday,12,148,Positive,False,False,0.6452520365908503
TikTok,Video,Food,107077,21,Sunday,7,220,Positive,True,True,0.8169118741683783
Instagram,Reel,Education,266352,0,Monday,23,62,Positive,True,False,0.3560575151012972
Twitter,Thread,Fitness,13761,4,Monday,29,1006,Negative,True,True,0.46543585335069776
Twitter,Tweet,Sports,263289,10,Monday,19,909,Positive,True,False,0.4059214085795655
TikTok,Video,Fashion,272990,20,Monday,12,263,Positive,True,False,0.896418217021839
LinkedIn,Document,Business,243830,20,Monday,17,1748,Negative,False,False,0.34485012653392116
Facebook,Live,Fashion,432748,22,Monday,16,340,Positive,True,False,0.33265659588307916
Instagram,Story,Lifestyle,404464,0,Tuesday,11,1645,Positive,True,False,0.22769405887408897
YouTube,Community Post,Business,126992,3,Tuesday,11,205,Positive,False,False,0.9211722715998653
LinkedIn,Poll,Entertainment,283849,3,Tuesday,13,394,Positive,True,False,0.20678203503553277
Facebook,Story,Travel,41003,3,Tuesday,26,1061,Positive,True,False,0.5768530009479792
TikTok,Video,Travel,219831,6,Tuesday,6,408,Negative,True,False,0.7758654451965475
YouTube,Live,Business,19195,7,Tuesday,6,573,Negative,False,False,0.8280945833320578
Facebook,Live,Fashion,182889,9,Tuesday,6,266,Negative,True,True,0.3967239796026049
TikTok,Video,Entertainment,224061,11,Tuesday,13,48,Negative,True,True,0.8185165787118804
YouTube,Live,Food,125650,20,Tuesday,0,250,Negative,True,False,0.720808983533057
Twitter,Retweet,Sports,385906,21,Tuesday,11,1443,Positive,True,False,0.5139381874415352
TikTok,Video,Lifestyle,297356,7,Wednesday,20,581,Positive,False,False,0.7537801352667073
Instagram,Carousel,Technology,173313,9,Wednesday,11,767,Positive,True,False,0.46173871129601973
Twitter,Tweet,Lifestyle,364659,10,Wednesday,2,1981,Positive,False,True,0.6462130229602726
Twitter,Tweet,Lifestyle,169030,18,Wednesday,20,1574,Positive,True,False,0.46155484249881895
YouTube,Live,Fashion,217502,22,Wednesday,4,113,Negative,True,False,0.869926528148996
Twitter,Thread,Health,356945,22,Wednesday,18,559,Positive,True,True,0.5324222233183062
Facebook,Story,Sports,357917,7,Thursday,10,1665,Positive,True,False,0.38855382454650017
Instagram,Reel,Entertainment,355916,8,Thursday,1,256,Neutral,False,True,0.47736652635675186
Twitter,Retweet,Health,200410,12,Thursday,6,795,Positive,True,False,0.6100366261608478
Twitter,Tweet,Health,57701,13,Thursday,2,1971,Neutral,True,True,0.553664805439489
Facebook,Live,Food,59384,13,Thursday,0,200,Positive,True,False,0.5460917066455775
Instagram,Photo,Fitness,370313,16,Thursday,9,1025,Negative,True,False,0.23575444269179266
YouTube,Short,Health,161932,18,Thursday,9,567,Positive,True,True,0.7230084950178809
YouTube,Live,Travel,232504,19,Thursday,9,553,Positive,False,False,0.826476128539245
Instagram,Story,Entertainment,306083,20,Thursday,28,81,Positive,True,False,0.447469652683817
TikTok,Duet,Health,47037,21,Thursday,7,156,Positive,True,True,0.8631409508151855
TikTok,Video,Education,378890,23,Thursday,19,120,Positive,True,False,0.9183493147297274
TikTok,Duet,Travel,379338,0,Friday,29,232,Negative,True,False,0.8344698899792456
TikTok,Stitch,Sports,40992,1,Friday,9,446,Positive,True,False,0.8139004503542687
Twitter,Retweet,Fitness,6987,2,Friday,21,1004,Negative,True,False,0.5147161644051029
YouTube,Video,Technology,348385,13,Friday,13,111,Positive,True,False,0.6699013668640225
Twitter,Tweet,Entertainment,226920,14,Friday,8,369,Neutral,True,False,0.46624277277858833
Instagram,Reel,Lifestyle,79161,15,Friday,28,161,Neutral,True,False,0.29772461863811617
TikTok,Video,Travel,381044,19,Friday,11,210,Negative,False,False,0.8149651124679734
Instagram,Story,Food,278925,4,Saturday,1,917,Positive,True,False,0.463661797854341
Instagram,Reel,Travel,19056,10,Saturday,8,508,Positive,True,False,0.4648305249457414
YouTube,Live,Fashion,238546,15,Saturday,17,495,Positive,True,False,0.42331904252236996
Twitter,Thread,Entertainment,444682,16,Saturday,12,1981,Positive,True,True,0.5078053347760828
